Source,Target,Type,weight,book
margaery-tyrell,senelle,undirected,3,4
margaery-tyrell,taena-of-myr,undirected,15,4
margaery-tyrell,tallad,undirected,3,4
margaery-tyrell,tommen-baratheon,undirected,46,4
margaery-tyrell,willas-tyrell,undirected,3,4
marillion,petyr-baelish,undirected,5,4
marwyn,samwell-tarly,undirected,6,4
meldred-merlyn,victarion-greyjoy,undirected,3,4
melisandre,stannis-baratheon,undirected,3,4
mellei,morra,undirected,5,4
meribald,narbert,undirected,4,4
meribald,podrick-payne,undirected,14,4
meryn-trant,osmund-kettleblack,undirected,9,4
meryn-trant,rafford,undirected,4,4
mollander,pate-(novice),undirected,3,4
mollander,roone,undirected,7,4
moon-boy,osmund-kettleblack,undirected,12,4
murenmure,theon-greyjoy,undirected,3,4
mya-stone,myranda-royce,undirected,6,4
mya-stone,robert-arryn,undirected,9,4
myranda-royce,robert-arryn,undirected,4,4
myranda-royce,sansa-stark,undirected,3,4
myrcella-baratheon,sylva-santagar,undirected,4,4
myrcella-baratheon,tommen-baratheon,undirected,3,4
myrcella-baratheon,trystane-martell,undirected,6,4
myrcella-baratheon,tyrion-lannister,undirected,4,4
nestor-royce,petyr-baelish,undirected,17,4
nestor-royce,robert-arryn,undirected,7,4
nestor-royce,sansa-stark,undirected,13,4
nestor-royce,yohn-royce,undirected,3,4
nute,ralf-stonehouse,undirected,3,4
nute,rodrik-harlaw,undirected,6,4
nute,victarion-greyjoy,undirected,11,4
nymeria-sand,obara-sand,undirected,9,4
nymeria-sand,tyene-sand,undirected,6,4
obara-sand,tyene-sand,undirected,10,4
oberyn-martell,tyene-sand,undirected,3,4
orton-merryweather,petyr-baelish,undirected,5,4
orton-merryweather,pycelle,undirected,5,4
orton-merryweather,stannis-baratheon,undirected,3,4
orton-merryweather,taena-of-myr,undirected,4,4
orton-merryweather,tommen-baratheon,undirected,3,4
osfryd-kettleblack,osmund-kettleblack,undirected,4,4
osfryd-kettleblack,osney-kettleblack,undirected,6,4
osmund-kettleblack,osney-kettleblack,undirected,6,4
osmund-kettleblack,pycelle,undirected,3,4
osmund-kettleblack,qyburn,undirected,3,4
osmund-kettleblack,tommen-baratheon,undirected,6,4
osmund-kettleblack,tyrion-lannister,undirected,6,4
osney-kettleblack,stannis-baratheon,undirected,3,4
osney-kettleblack,taena-of-myr,undirected,3,4
osney-kettleblack,tommen-baratheon,undirected,6,4
pate-(novice),quill,undirected,4,4
pate-(novice),rosey,undirected,9,4
pate-(novice),walgrave,undirected,10,4
pate-(whipping-boy),tommen-baratheon,undirected,4,4
paxter-redwyne,samwell-tarly,undirected,4,4
petyr-baelish,pycelle,undirected,4,4
petyr-baelish,robert-arryn,undirected,22,4
petyr-baelish,sansa-stark,undirected,18,4
petyr-baelish,symond-templeton,undirected,5,4
petyr-baelish,tyrion-lannister,undirected,5,4
petyr-baelish,yohn-royce,undirected,12,4
pia,qyburn,undirected,3,4
pia,tyrion-lannister,undirected,3,4
puckens,pycelle,undirected,3,4
puckens,shortear,undirected,3,4
pycelle,qyburn,undirected,10,4
pycelle,stannis-baratheon,undirected,6,4
pycelle,tywin-lannister,undirected,4,4
pycelle,varys,undirected,4,4
pycelle,walder-frey,undirected,3,4
pyg,shagwell,undirected,8,4
pyg,timeon,undirected,7,4
pyg,vargo-hoat,undirected,3,4
pypar,samwell-tarly,undirected,3,4
qhorin-halfhand,samwell-tarly,undirected,3,4
quellon-greyjoy,victarion-greyjoy,undirected,4,4
quentyn-martell,trystane-martell,undirected,3,4
quhuru-mo,samwell-tarly,undirected,4,4
quhuru-mo,xhondo,undirected,4,4
qyburn,stannis-baratheon,undirected,3,4
ralf-(limper),victarion-greyjoy,undirected,4,4
ralf-stonehouse,victarion-greyjoy,undirected,3,4
randyll-tarly,samwell-tarly,undirected,4,4
raynard,torbert,undirected,4,4
renly-baratheon,robert-baratheon,undirected,5,4
renly-baratheon,sansa-stark,undirected,3,4
renly-baratheon,stannis-baratheon,undirected,4,4
rennifer-longwaters,rugen,undirected,3,4
rhaegar-targaryen,robert-baratheon,undirected,6,4
rickon-stark,robb-stark,undirected,5,4
robb-stark,sansa-stark,undirected,3,4
robert-arryn,sansa-stark,undirected,8,4
robert-arryn,terrance-lynderly,undirected,4,4
robert-arryn,yohn-royce,undirected,4,4
robert-baratheon,stannis-baratheon,undirected,4,4
robert-baratheon,taena-of-myr,undirected,5,4
robert-baratheon,tommen-baratheon,undirected,5,4
robert-baratheon,tyrion-lannister,undirected,6,4
rodrik-harlaw,sigfryd-harlaw,undirected,3,4
rodrik-harlaw,victarion-greyjoy,undirected,3,4
roose-bolton,stannis-baratheon,undirected,5,4
roslin-frey,walder-frey,undirected,3,4
ryman-frey,walder-rivers,undirected,5,4
samwell-tarly,stannis-baratheon,undirected,11,4
samwell-tarly,theobald,undirected,7,4
samwell-tarly,xhondo,undirected,18,4
sandor-clegane,sansa-stark,undirected,3,4
sandor-clegane,thoros-of-myr,undirected,3,4
sandor-clegane,tickler,undirected,4,4
sandor-clegane,timeon,undirected,4,4
sandor-clegane,tyrion-lannister,undirected,3,4
sansa-stark,tyrion-lannister,undirected,6,4
sansa-stark,tywin-lannister,undirected,3,4
sansa-stark,yohn-royce,undirected,3,4
sarella-sand,tyene-sand,undirected,3,4
shae,tyrion-lannister,undirected,3,4
shagwell,timeon,undirected,6,4
shagwell,zollo,undirected,3,4
stannis-baratheon,tommen-baratheon,undirected,6,4
stannis-baratheon,tyrion-lannister,undirected,3,4
stannis-baratheon,tywin-lannister,undirected,4,4
sylva-santagar,tyene-sand,undirected,3,4
symond-templeton,yohn-royce,undirected,4,4
taena-of-myr,tommen-baratheon,undirected,8,4
taena-of-myr,tyrion-lannister,undirected,3,4
talbert-serry,victarion-greyjoy,undirected,10,4
tommen-baratheon,tyrion-lannister,undirected,5,4
tommen-baratheon,tywin-lannister,undirected,6,4
tyrion-lannister,tywin-lannister,undirected,9,4
tyrion-lannister,varys,undirected,7,4
aegon-i-targaryen,daenerys-targaryen,undirected,4,5
aegon-targaryen-(son-of-rhaegar),daenerys-targaryen,undirected,11,5
aegon-targaryen-(son-of-rhaegar),elia-martell,undirected,4,5
aegon-targaryen-(son-of-rhaegar),franklyn-flowers,undirected,3,5
aegon-targaryen-(son-of-rhaegar),haldon,undirected,14,5
aegon-targaryen-(son-of-rhaegar),harry-strickland,undirected,9,5
aegon-targaryen-(son-of-rhaegar),jon-connington,undirected,16,5
aegon-targaryen-(son-of-rhaegar),lemore,undirected,10,5
aegon-targaryen-(son-of-rhaegar),rhaegar-targaryen,undirected,9,5
aegon-targaryen-(son-of-rhaegar),rhaenys-targaryen-(daughter-of-rhaegar),undirected,4,5
aegon-targaryen-(son-of-rhaegar),rolly-duckfield,undirected,11,5
aegon-targaryen-(son-of-rhaegar),tyrion-lannister,undirected,23,5
aegon-targaryen-(son-of-rhaegar),tywin-lannister,undirected,3,5
aegon-targaryen-(son-of-rhaegar),viserys-targaryen,undirected,3,5
aegon-targaryen-(son-of-rhaegar),yandry,undirected,6,5
aegon-targaryen-(son-of-rhaegar),ysilla,undirected,4,5
aemon-targaryen-(maester-aemon),clydas,undirected,7,5
aemon-targaryen-(maester-aemon),gilly,undirected,3,5
aemon-targaryen-(maester-aemon),jon-snow,undirected,12,5
aemon-targaryen-(maester-aemon),samwell-tarly,undirected,16,5
aemon-targaryen-(maester-aemon),stannis-baratheon,undirected,3,5
aenys-frey,hosteen-frey,undirected,6,5
aenys-frey,theon-greyjoy,undirected,3,5
aenys-frey,wyman-manderly,undirected,4,5
aeron-greyjoy,euron-greyjoy,undirected,4,5
aeron-greyjoy,victarion-greyjoy,undirected,3,5
aerys-ii-targaryen,rhaegar-targaryen,undirected,5,5
aerys-ii-targaryen,robert-baratheon,undirected,5,5
aerys-ii-targaryen,tywin-lannister,undirected,6,5
aggo,barristan-selmy,undirected,3,5
aggo,daario-naharis,undirected,4,5
aggo,daenerys-targaryen,undirected,9,5
aggo,grey-worm,undirected,5,5
aggo,jhogo,undirected,6,5
aggo,rakharo,undirected,9,5
alliser-thorne,jon-snow,undirected,6,5
alys-karstark,jon-snow,undirected,13,5
alys-karstark,melisandre,undirected,6,5
alys-karstark,sigorn,undirected,5,5
alysane-mormont,asha-greyjoy,undirected,18,5
alysane-mormont,justin-massey,undirected,5,5
alysane-mormont,stannis-baratheon,undirected,5,5
archibald-yronwood,cletus-yronwood,undirected,5,5
archibald-yronwood,gerris-drinkwater,undirected,13,5
archibald-yronwood,quentyn-martell,undirected,21,5
archibald-yronwood,tattered-prince,undirected,4,5
areo-hotah,arianne-martell,undirected,11,5
areo-hotah,arys-oakheart,undirected,4,5
areo-hotah,balon-swann,undirected,4,5
areo-hotah,doran-martell,undirected,12,5
areo-hotah,ellaria-sand,undirected,3,5
areo-hotah,obara-sand,undirected,6,5
arianne-martell,balon-swann,undirected,5,5
arianne-martell,doran-martell,undirected,11,5
arianne-martell,ellaria-sand,undirected,3,5
arianne-martell,myrcella-baratheon,undirected,4,5
arianne-martell,obara-sand,undirected,5,5
arnolf-karstark,arthor-karstark,undirected,3,5
arnolf-karstark,asha-greyjoy,undirected,3,5
arnolf-karstark,mors-umber,undirected,4,5
arnolf-karstark,rickard-karstark,undirected,3,5
arnolf-karstark,stannis-baratheon,undirected,7,5
arron,emrick,undirected,6,5
arron,hareth-(moles-town),undirected,4,5
arron,satin,undirected,4,5
arya-stark,bran-stark,undirected,7,5
arya-stark,brusco,undirected,4,5
arya-stark,eddard-stark,undirected,4,5
arya-stark,jeyne-poole,undirected,4,5
arya-stark,jon-snow,undirected,12,5
arya-stark,kindly-man,undirected,4,5
arya-stark,mance-rayder,undirected,3,5
arya-stark,melisandre,undirected,4,5
arya-stark,ramsay-snow,undirected,5,5
arya-stark,sansa-stark,undirected,4,5
arya-stark,theon-greyjoy,undirected,7,5
arya-stark,waif,undirected,3,5
arys-oakheart,gerold-dayne,undirected,3,5
asha-greyjoy,clayton-suggs,undirected,4,5
asha-greyjoy,euron-greyjoy,undirected,4,5
asha-greyjoy,galbart-glover,undirected,8,5
asha-greyjoy,godry-farring,undirected,3,5
asha-greyjoy,grimtongue,undirected,3,5
asha-greyjoy,hagen,undirected,3,5
asha-greyjoy,justin-massey,undirected,15,5
asha-greyjoy,qarl-the-maid,undirected,8,5
asha-greyjoy,robert-baratheon,undirected,4,5
asha-greyjoy,rolfe-the-dwarf,undirected,3,5
asha-greyjoy,stannis-baratheon,undirected,16,5
asha-greyjoy,sybelle-glover,undirected,3,5
asha-greyjoy,theon-greyjoy,undirected,7,5
asha-greyjoy,torgon-greyiron,undirected,3,5
asha-greyjoy,tristifer-botley,undirected,12,5
asha-greyjoy,tycho-nestoris,undirected,3,5
ashara-dayne,elia-martell,undirected,3,5
axell-florent,jon-snow,undirected,4,5
axell-florent,melisandre,undirected,5,5
axell-florent,selyse-florent,undirected,8,5
axell-florent,shireen-baratheon,undirected,3,5
axell-florent,stannis-baratheon,undirected,3,5
azor-ahai,stannis-baratheon,undirected,3,5
balon-greyjoy,euron-greyjoy,undirected,3,5
balon-greyjoy,theon-greyjoy,undirected,3,5
balon-swann,doran-martell,undirected,11,5
balon-swann,gerold-dayne,undirected,3,5
balon-swann,myrcella-baratheon,undirected,4,5
balon-swann,tyrion-lannister,undirected,3,5
barbrey-dustin,jeyne-poole,undirected,5,5
barbrey-dustin,ramsay-snow,undirected,5,5
barbrey-dustin,roger-ryswell,undirected,4,5
barbrey-dustin,roose-bolton,undirected,3,5
barbrey-dustin,stannis-baratheon,undirected,3,5
barbrey-dustin,theon-greyjoy,undirected,17,5
barristan-selmy,belwas,undirected,9,5
barristan-selmy,ben-plumm,undirected,4,5
barristan-selmy,bloodbeard,undirected,3,5
barristan-selmy,daario-naharis,undirected,18,5
barristan-selmy,daenerys-targaryen,undirected,75,5
barristan-selmy,galazza-galare,undirected,5,5
barristan-selmy,gerris-drinkwater,undirected,4,5
barristan-selmy,grazhar,undirected,3,5
barristan-selmy,grey-worm,undirected,6,5
barristan-selmy,groleo,undirected,8,5
barristan-selmy,hizdahr-zo-loraq,undirected,42,5
barristan-selmy,jhogo,undirected,3,5
barristan-selmy,khrazz,undirected,8,5
barristan-selmy,larraq,undirected,3,5
barristan-selmy,missandei,undirected,8,5
barristan-selmy,quentyn-martell,undirected,22,5
barristan-selmy,reznak-mo-reznak,undirected,7,5
barristan-selmy,rhaegar-targaryen,undirected,3,5
barristan-selmy,skahaz-mo-kandaq,undirected,21,5
barristan-selmy,steelskin,undirected,3,5
barristan-selmy,tyrion-lannister,undirected,3,5
barristan-selmy,varys,undirected,3,5
barristan-selmy,widower,undirected,3,5
barristan-selmy,xaro-xhoan-daxos,undirected,3,5
barsena,daenerys-targaryen,undirected,4,5
bartimus,davos-seaworth,undirected,4,5
belaquo,goghor-the-giant,undirected,7,5
belaquo,hizdahr-zo-loraq,undirected,3,5
belaquo,irri,undirected,3,5
belaquo,spotted-cat,undirected,5,5
belwas,daenerys-targaryen,undirected,13,5
belwas,hizdahr-zo-loraq,undirected,11,5
belwas,quentyn-martell,undirected,3,5
belwas,skahaz-mo-kandaq,undirected,3,5
ben-bones,ramsay-snow,undirected,5,5
ben-bones,theon-greyjoy,undirected,4,5
ben-plumm,daario-naharis,undirected,9,5
ben-plumm,daenerys-targaryen,undirected,14,5
ben-plumm,hizdahr-zo-loraq,undirected,3,5
ben-plumm,kasporio,undirected,3,5
ben-plumm,penny,undirected,3,5
ben-plumm,tybero-istarion,undirected,5,5
ben-plumm,tyrion-lannister,undirected,4,5
benerro,daenerys-targaryen,undirected,3,5
benerro,haldon,undirected,4,5
benerro,moqorro,undirected,4,5
benerro,tyrion-lannister,undirected,7,5
benethon-scales,narbert-grandison,undirected,3,5
benethon-scales,selyse-florent,undirected,4,5
benjen-stark,jon-snow,undirected,4,5
black-balaq,franklyn-flowers,undirected,3,5
bloodbeard,daenerys-targaryen,undirected,3,5
bloodbeard,hizdahr-zo-loraq,undirected,5,5
bloodbeard,tattered-prince,undirected,3,5
boros-blount,meryn-trant,undirected,3,5
boros-blount,tommen-baratheon,undirected,4,5
bowen-marsh,cellador,undirected,8,5
bowen-marsh,eddison-tollett,undirected,9,5
bowen-marsh,jon-snow,undirected,45,5
bowen-marsh,mance-rayder,undirected,5,5
bowen-marsh,othell-yarwyck,undirected,19,5
bowen-marsh,satin,undirected,3,5
bowen-marsh,stannis-baratheon,undirected,3,5
bowen-marsh,tormund,undirected,5,5
bowen-marsh,wick-whittlestick,undirected,5,5
bran-stark,brynden-rivers,undirected,14,5
bran-stark,coldhands,undirected,6,5
bran-stark,eddard-stark,undirected,4,5
bran-stark,hodor,undirected,50,5
bran-stark,jojen-reed,undirected,17,5
bran-stark,jon-snow,undirected,4,5
bran-stark,leaf,undirected,5,5
bran-stark,meera-reed,undirected,33,5
bran-stark,rickon-stark,undirected,7,5
bran-stark,robb-stark,undirected,6,5
bran-stark,theon-greyjoy,undirected,8,5
brandon-norrey,jon-snow,undirected,3,5
brandon-norrey,torghen-flint,undirected,3,5
brea,brusco,undirected,3,5
brienne-of-tarth,cersei-lannister,undirected,3,5
brienne-of-tarth,jaime-lannister,undirected,3,5
brus-buckler,malegorn,undirected,6,5
brus-buckler,narbert-grandison,undirected,4,5
brus-buckler,selyse-florent,undirected,5,5
brynden-rivers,meera-reed,undirected,3,5
brynden-tully,jaime-lannister,undirected,4,5
bump,varamyr,undirected,5,5
caggo,gerris-drinkwater,undirected,3,5
caggo,lucifer-long,undirected,3,5
caggo,meris,undirected,7,5
caggo,quentyn-martell,undirected,7,5
caggo,tattered-prince,undirected,4,5
caleotte,doran-martell,undirected,3,5
caleotte,gregor-clegane,undirected,4,5
camarron,spotted-cat,undirected,3,5
catelyn-stark,eddard-stark,undirected,5,5
cellador,clydas,undirected,3,5
cellador,jon-snow,undirected,3,5
cellador,othell-yarwyck,undirected,8,5
cersei-lannister,daenerys-targaryen,undirected,3,5
cersei-lannister,doran-martell,undirected,3,5
cersei-lannister,dunsen,undirected,3,5
cersei-lannister,gregor-clegane,undirected,4,5
cersei-lannister,high-sparrow,undirected,11,5
cersei-lannister,ilyn-payne,undirected,4,5
cersei-lannister,jaime-lannister,undirected,13,5
cersei-lannister,joffrey-baratheon,undirected,3,5
cersei-lannister,kevan-lannister,undirected,10,5
cersei-lannister,lancel-lannister,undirected,6,5
cersei-lannister,mace-tyrell,undirected,3,5
cersei-lannister,margaery-tyrell,undirected,6,5
cersei-lannister,meryn-trant,undirected,3,5
cersei-lannister,moelle,undirected,4,5
cersei-lannister,myrcella-baratheon,undirected,4,5
cersei-lannister,osney-kettleblack,undirected,3,5
cersei-lannister,qyburn,undirected,3,5
cersei-lannister,rafford,undirected,3,5
cersei-lannister,rhaegar-targaryen,undirected,3,5
cersei-lannister,robert-baratheon,undirected,7,5
cersei-lannister,robert-strong,undirected,4,5
cersei-lannister,scolera,undirected,5,5
cersei-lannister,stannis-baratheon,undirected,5,5
cersei-lannister,tommen-baratheon,undirected,13,5
cersei-lannister,tyrion-lannister,undirected,5,5
cersei-lannister,tywin-lannister,undirected,3,5
cersei-lannister,unella,undirected,10,5
clayton-suggs,godry-farring,undirected,5,5
clayton-suggs,stannis-baratheon,undirected,6,5
cleon,daenerys-targaryen,undirected,9,5
cleon,quentyn-martell,undirected,3,5
cletus-yronwood,daenerys-targaryen,undirected,3,5
cletus-yronwood,gerris-drinkwater,undirected,5,5
cletus-yronwood,kedry,undirected,3,5
cletus-yronwood,quentyn-martell,undirected,7,5
clydas,jon-snow,undirected,20,5
clydas,mully,undirected,4,5
clydas,stannis-baratheon,undirected,3,5
coldhands,hodor,undirected,4,5
coldhands,meera-reed,undirected,3,5
corliss-penny,stannis-baratheon,undirected,3,5
cotter-pyke,denys-mallister,undirected,4,5
cotter-pyke,jon-snow,undirected,11,5
cotter-pyke,selyse-florent,undirected,3,5
cromm,grimtongue,undirected,4,5
cromm,hagen,undirected,4,5
daario-naharis,daenerys-targaryen,undirected,50,5
daario-naharis,grey-worm,undirected,6,5
daario-naharis,groleo,undirected,4,5
daario-naharis,hero,undirected,7,5
daario-naharis,hizdahr-zo-loraq,undirected,14,5
daario-naharis,irri,undirected,7,5
daario-naharis,jhiqui,undirected,5,5
daario-naharis,jhogo,undirected,9,5
daario-naharis,missandei,undirected,4,5
daario-naharis,quentyn-martell,undirected,5,5
daario-naharis,rakharo,undirected,4,5
daario-naharis,skahaz-mo-kandaq,undirected,9,5
daenerys-targaryen,daeron-ii-targaryen,undirected,3,5
daenerys-targaryen,doran-martell,undirected,3,5
daenerys-targaryen,drogo,undirected,7,5
daenerys-targaryen,eroeh,undirected,3,5
daenerys-targaryen,ezzara,undirected,3,5
daenerys-targaryen,galazza-galare,undirected,19,5
daenerys-targaryen,gerris-drinkwater,undirected,15,5
daenerys-targaryen,ghael,undirected,5,5
daenerys-targaryen,grey-worm,undirected,11,5
daenerys-targaryen,groleo,undirected,4,5
daenerys-targaryen,hero,undirected,5,5
daenerys-targaryen,hizdahr-zo-loraq,undirected,96,5
daenerys-targaryen,illyrio-mopatis,undirected,12,5
daenerys-targaryen,irri,undirected,25,5
daenerys-targaryen,jhiqui,undirected,15,5
daenerys-targaryen,jhogo,undirected,6,5
daenerys-targaryen,jon-connington,undirected,6,5
daenerys-targaryen,jorah-mormont,undirected,4,5
daenerys-targaryen,lysono-maar,undirected,3,5
daenerys-targaryen,mace-tyrell,undirected,3,5
daenerys-targaryen,marselen,undirected,3,5
daenerys-targaryen,meris,undirected,6,5
daenerys-targaryen,mezzara,undirected,4,5
daenerys-targaryen,miklaz,undirected,3,5
daenerys-targaryen,missandei,undirected,37,5
daenerys-targaryen,moqorro,undirected,3,5
daenerys-targaryen,penny,undirected,4,5
daenerys-targaryen,qavo-nogarys,undirected,5,5
daenerys-targaryen,qezza,undirected,6,5
daenerys-targaryen,quaithe,undirected,6,5
daenerys-targaryen,quentyn-martell,undirected,58,5
daenerys-targaryen,rakharo,undirected,7,5
daenerys-targaryen,reznak-mo-reznak,undirected,19,5
daenerys-targaryen,rhaegar-targaryen,undirected,10,5
daenerys-targaryen,robert-baratheon,undirected,3,5
daenerys-targaryen,skahaz-mo-kandaq,undirected,33,5
daenerys-targaryen,spotted-cat,undirected,3,5
daenerys-targaryen,symon-stripeback,undirected,4,5
daenerys-targaryen,tattered-prince,undirected,4,5
daenerys-targaryen,tyrion-lannister,undirected,17,5
daenerys-targaryen,varys,undirected,3,5
daenerys-targaryen,victarion-greyjoy,undirected,7,5
daenerys-targaryen,viserys-targaryen,undirected,7,5
daenerys-targaryen,xaro-xhoan-daxos,undirected,16,5
daenerys-targaryen,yurkhaz-zo-yunzak,undirected,4,5
dalla,gilly,undirected,4,5
dalla,mance-rayder,undirected,5,5
dalla,melisandre,undirected,3,5
dalla,stannis-baratheon,undirected,5,5
dalla,val,undirected,5,5
damon-dance-for-me,grunt,undirected,3,5
damon-dance-for-me,ramsay-snow,undirected,7,5
damon-dance-for-me,skinner,undirected,7,5
damon-dance-for-me,sour-alyn,undirected,4,5
damon-dance-for-me,theon-greyjoy,undirected,5,5
davos-seaworth,eddard-stark,undirected,4,5
davos-seaworth,garth-(wolfs-den),undirected,4,5
davos-seaworth,godric-borrell,undirected,9,5
davos-seaworth,leona-woolfield,undirected,3,5
davos-seaworth,marlon-manderly,undirected,5,5
davos-seaworth,melisandre,undirected,4,5
davos-seaworth,robb-stark,undirected,3,5
davos-seaworth,robett-glover,undirected,4,5
davos-seaworth,salladhor-saan,undirected,11,5
davos-seaworth,stannis-baratheon,undirected,21,5
davos-seaworth,sybell-spicer,undirected,3,5
davos-seaworth,wyman-manderly,undirected,32,5
denys-mallister,jon-snow,undirected,4,5
denzo-dhan,meris,undirected,3,5
devan-seaworth,jon-snow,undirected,5,5
devan-seaworth,melisandre,undirected,4,5
devan-seaworth,stannis-baratheon,undirected,14,5
dick-straw,hugh-hungerford,undirected,3,5
dick-straw,tattered-prince,undirected,4,5
donal-noye,jon-snow,undirected,7,5
donal-noye,qhorin-halfhand,undirected,3,5
doran-martell,ellaria-sand,undirected,3,5
doran-martell,gregor-clegane,undirected,4,5
doran-martell,myrcella-baratheon,undirected,5,5
doran-martell,nymeria-sand,undirected,3,5
doran-martell,obara-sand,undirected,4,5
doran-martell,oberyn-martell,undirected,5,5
doran-martell,quentyn-martell,undirected,4,5
doran-martell,robert-baratheon,undirected,3,5
doran-martell,viserys-targaryen,undirected,3,5
draqaz,miklaz,undirected,3,5
drogo,viserys-targaryen,undirected,4,5
dryn,tormund,undirected,3,5
dunsen,gregor-clegane,undirected,3,5
dunsen,ilyn-payne,undirected,3,5
dunsen,meryn-trant,undirected,3,5
dunsen,rafford,undirected,3,5
eddard-stark,jon-snow,undirected,10,5
eddard-stark,ramsay-snow,undirected,4,5
eddard-stark,robb-stark,undirected,6,5
eddard-stark,robert-baratheon,undirected,7,5
eddard-stark,roose-bolton,undirected,5,5
eddard-stark,sansa-stark,undirected,3,5
eddard-stark,stannis-baratheon,undirected,6,5
eddard-stark,theon-greyjoy,undirected,9,5
eddard-stark,willam-dustin,undirected,4,5
eddard-stark,wyman-manderly,undirected,4,5
eddison-tollett,emmett,undirected,8,5
eddison-tollett,gilly,undirected,3,5
eddison-tollett,hobb,undirected,4,5
eddison-tollett,janos-slynt,undirected,4,5
eddison-tollett,jon-snow,undirected,25,5
eddison-tollett,mully,undirected,3,5
eddison-tollett,satin,undirected,3,5
elia-martell,rhaegar-targaryen,undirected,6,5
emmett,hareth-(moles-town),undirected,3,5
emmett,hop-robin,undirected,4,5
emmett,janos-slynt,undirected,4,5
emmett,jon-snow,undirected,15,5
emrick,hareth-(moles-town),undirected,3,5
emrick,satin,undirected,3,5
euron-greyjoy,victarion-greyjoy,undirected,7,5
franklyn-flowers,jon-connington,undirected,4,5
frenya,holly,undirected,6,5
frenya,theon-greyjoy,undirected,3,5
fulk,jon-snow,undirected,4,5
fulk,mully,undirected,5,5
galazza-galare,grazhar,undirected,4,5
galazza-galare,hizdahr-zo-loraq,undirected,12,5
galazza-galare,reznak-mo-reznak,undirected,5,5
galazza-galare,skahaz-mo-kandaq,undirected,12,5
garth-(wolfs-den),sybell-spicer,undirected,3,5
garth-greyfeather,hairy-hal,undirected,4,5
garth-greyfeather,jack-bulwer,undirected,4,5
garth-greyfeather,jon-snow,undirected,3,5
gerold-dayne,myrcella-baratheon,undirected,3,5
gerrick-kingsblood,jon-snow,undirected,5,5
gerrick-kingsblood,raymun-redbeard,undirected,3,5
gerris-drinkwater,hizdahr-zo-loraq,undirected,4,5
gerris-drinkwater,meris,undirected,4,5
gerris-drinkwater,quentyn-martell,undirected,49,5
gerris-drinkwater,tattered-prince,undirected,3,5
gilly,jon-snow,undirected,10,5
gilly,mance-rayder,undirected,3,5
gilly,melisandre,undirected,4,5
gilly,samwell-tarly,undirected,8,5
godry-farring,jon-snow,undirected,3,5
godry-farring,justin-massey,undirected,3,5
godry-farring,mance-rayder,undirected,3,5
godry-farring,melisandre,undirected,3,5
godry-farring,stannis-baratheon,undirected,9,5
goghor-the-giant,hizdahr-zo-loraq,undirected,5,5
goghor-the-giant,khrazz,undirected,4,5
goghor-the-giant,spotted-cat,undirected,6,5
grazhar,qezza,undirected,5,5
gregor-clegane,ilyn-payne,undirected,3,5
gregor-clegane,meryn-trant,undirected,3,5
gregor-clegane,oberyn-martell,undirected,3,5
gregor-clegane,rafford,undirected,3,5
grenn,pypar,undirected,3,5
grenn,todder,undirected,3,5
grey-worm,hizdahr-zo-loraq,undirected,3,5
grey-worm,irri,undirected,4,5
grey-worm,skahaz-mo-kandaq,undirected,6,5
grimtongue,hagen,undirected,5,5
grimtongue,lorren,undirected,5,5
groleo,hero,undirected,4,5
groleo,jhogo,undirected,5,5
groleo,skahaz-mo-kandaq,undirected,3,5
grunt,sour-alyn,undirected,7,5
grunt,theon-greyjoy,undirected,3,5
hagen,lorren,undirected,3,5
hagen,qarl-the-maid,undirected,3,5
hagen,tristifer-botley,undirected,3,5
haggon,varamyr,undirected,8,5
hairy-hal,jack-bulwer,undirected,3,5
hairy-hal,jon-snow,undirected,4,5
haldon,illyrio-mopatis,undirected,3,5
haldon,jon-connington,undirected,13,5
haldon,lemore,undirected,4,5
haldon,pono,undirected,3,5
haldon,qavo-nogarys,undirected,5,5
haldon,rolly-duckfield,undirected,26,5
haldon,tyrion-lannister,undirected,54,5
haldon,yandry,undirected,4,5
haldon,ysilla,undirected,5,5
hareth-(moles-town),hop-robin,undirected,5,5
hareth-(moles-town),jon-snow,undirected,10,5
hareth-(moles-town),leathers,undirected,3,5
hareth-(moles-town),rory,undirected,4,5
hareth-(moles-town),satin,undirected,6,5
harl,lorren,undirected,3,5
harry-strickland,jon-connington,undirected,18,5
harry-strickland,myles-toyne,undirected,4,5
harwood-stout,theon-greyjoy,undirected,5,5
harys-swyft,pycelle,undirected,4,5
hero,jhogo,undirected,8,5
high-sparrow,kevan-lannister,undirected,5,5
high-sparrow,unella,undirected,6,5
hizdahr-zo-loraq,irri,undirected,3,5
hizdahr-zo-loraq,jhiqui,undirected,3,5
hizdahr-zo-loraq,khrazz,undirected,9,5
hizdahr-zo-loraq,marghaz-zo-loraq,undirected,5,5
hizdahr-zo-loraq,missandei,undirected,6,5
hizdahr-zo-loraq,qezza,undirected,3,5
hizdahr-zo-loraq,quentyn-martell,undirected,15,5
hizdahr-zo-loraq,reznak-mo-reznak,undirected,13,5
hizdahr-zo-loraq,skahaz-mo-kandaq,undirected,29,5
hizdahr-zo-loraq,spotted-cat,undirected,5,5
hizdahr-zo-loraq,steelskin,undirected,3,5
hobb,jon-snow,undirected,4,5
hobb,melisandre,undirected,3,5
hobb,mully,undirected,3,5
hobb,owen,undirected,5,5
